网点名称,网点地址,电话,Longitude,Latitude
交通银行宁德分行营业部,福建省宁德市闽东中路32号(宁德联信·财富广场)B1幢1层,0593-2511802,119.547803,26.664861
交通银行江西省分行营业部,红谷滩会展路199号,0791-88534500,115.858769,28.687651
交通银行南昌叠山路东支行,叠山路107号,0791-88535298,115.899957,28.685336
交通银行南昌青化支行,青山南路485号,0791-88624824,115.913476,28.69895
交通银行南昌象山北路支行,象山北路129号,0791-86734830,115.891224,28.680098
交通银行南昌东湖支行,阳明路91号,0791-86816209,115.897742,28.688216
交通银行南昌市府前支行,民德路411号,0791-0791-86761025,115.887313,28.677467
交通银行南昌赣鑫支行,孺子路45号,0791-86286192,115.899931,28.672488
交通银行南昌抚河支行,抚河北路1号,0791-86777426,115.888767,28.667541
交通银行南昌洪城大市场支行,洪城路588号,0791-86501296,115.888349,28.654177
交通银行南昌碟子湖支行,碟子湖大道2157号,0791-86290169,115.865623,28.703827
交通银行南昌丁公路支行,丁公路129号,0791-86212555,115.913435,28.672838
交通银行南昌滨江支行,团结路12号滨江一号小区写字楼101室（第1-2层）,0791-86624774,115.882204,28.672386
交通银行南昌社保支行,南昌市中山西路58号（江西省社保管理中心一楼大厅）,0791-86693740,115.87683,28.672314
交通银行南昌省府大院支行,北京西路88号,0791-86304373,115.908229,28.673707
交通银行南昌青云谱支行,青云谱区航空路深圳农产品批发市场3号门对面,0791-85233054,115.933721,28.609268
交通银行南昌解放西路支行,解放西路119号（2017年7月21日因拆迁撤点）,0791-88210981,115.924092,28.654328
交通银行南昌迎宾支行,迎宾支行装修搬迁至洪城路588号洪城大市场国际服装大厦（洪大支行内）办公,0791-86491723,115.910636,28.653153
交通银行南昌香江路支行,江西省南昌市青山湖区万科城29#商业-101室,0791-88133130,115.970306,28.652784
交通银行南昌象山南路支行,南昌市青山湖区顺外路万科城29号商业街101室（已撤点）,0791-88133130,115.970306,28.652784
交通银行南昌洪都北大道支行,洪都北大道299号,0791-88157552,115.927311,28.679608
交通银行南昌高新科技支行,火炬大街182号,0791-88169851,115.954127,28.688701
交通银行南昌北京东路支行,北京东路145号,0791-88326184%E3%80%8188320710,115.937278,28.674573
交通银行南昌九里象湖城支行,江西省南昌市南昌县八月湖路416号支路1-11号,0791-85771590,115.8869407738,28.5977605148
交通银行南昌南莲支行,县府前西路1号,0791-85714200,115.94412,28.54514
交通银行南昌小蓝开发区支行,富山大道1589号,0791-85775076,115.892726,28.541218
交通银行南昌地中海阳光支行,红谷滩新区丰和南大道2988号地中海阳光18#楼面129室（2017年4月28日因停电停业）,0791-83725332,115.839619,28.665997
交通银行南昌新建支行,新建大道159号,0791-83705709%E3%80%8183705619,115.812829,28.692258
交通银行景德镇百花支行,瓷都大道618号,0798-8336020,117.17549,29.26650
交通银行景德镇分行营业部,昌南大道1号,0798-8570672,117.19451,29.29141
交通银行景德镇昌河社区支行,新厂东路昌河居民区1区424幢17号店面,0798-,117.25851,29.30771
交通银行景德镇城东支行,新厂西路270号,0798-8419026,117.24907,29.29709
交通银行景德镇科通支行,广场南路开门子购物广场内,0798-8285781,117.2160,29.29042
交通银行景德镇昌兴支行,莲社北路1号,0798-8220655,117.21323,29.29567
交通银行景德镇南门头支行,中华北路1号,0798-8220641,117.2086,29.2937
交通银行景德镇金汇兰庭支行,乐平大道金汇兰庭小区临街49-50号,0798-6831910,117.12391,28.96533
交通银行景德镇乐平支行,珠海中路2号,0798-6838401,117.13054,28.96947
交通银行萍乡分行营业部,江西省萍乡市经济开发区建设东路76号,0799-6890127,113.855733,27.646602
交通银行萍乡开发区支行,江西省萍乡市经济技术开发区苏州西街1号9号楼1层,0799-6890136,113.88486,27.649936
交通银行九江新晨支行,十里大道1153号,0792-8252406,115.988521,29.676674
交通银行九江城南支行,十里大道827号,0792-8252405,115.988035,29.690495
交通银行九江三中支行,浔阳区十里大道1号（阳光家园旁）,0792-8216725,115.98335,29.71179
交通银行九江分行营业部,浔阳路139号,0792-8118473,115.994972,29.72461
交通银行九江东门支行,浔阳东路196号,0792-8575764,116.00471,29.72112
交通银行九江八里湖支行,九江市八里湖新区八里湖东路5号中奥广场18栋1楼,0792-8235814,115.949477,29.6618908
交通银行九江城西支行,浔阳区龙开河中山大厦一楼(新桥头九龙街天翔酒店一楼),0792-8216723,115.98089,29.71924
交通银行九江浔阳楼支行,滨江路250号,0792-8566250,116.010564,29.737118
交通银行九江金安湖支行,浔阳区中瀚城东购物中心一楼(在建中),0792-8611750,116.08097,29.74472
交通银行新余渝水支行,新余市抱石大道309号,0790-6210024,114.943551,27.800471
交通银行新余赣新支行,新余市仙来中大道313号,0790-6439006,114.91622,27.817348
交通银行新余胜利支行,新余市渝水区抱石大道549号,0790-6216381,114.938354,27.800747
交通银行新余分行营业部,新余市赣西大道1958号,0790-6443935,114.903009,27.830056
交通银行新余新钢支行,新余市团结西路苗圃星城高能国际街区325、361、359号,0790-6269979,114.92937,27.79651
交通银行新余沙新支行,新余市中山路66号,0790-6441597,114.939598,27.819778
交通银行新余高新支行,新余市高新区飞宇大道梅园小区,0790-6860641,114.980453,27.826775
交通银行新余长青支行,新余市长青北路311号,0790-6428823,114.922469,27.824256
交通银行新余分宜支行,新余市分宜县钤山东路314号,0790-5812877,114.68975,27.816695
交通银行赣州开发区支行,开发区迎宾大道5号,0797-8681105,114.909825,25.845938
交通银行赣州分行营业部,南门广场东园,0797-8200169,114.939855,25.850322
交通银行赣州南康支行,江西省赣州市南康区南水大道佳兴花园1号楼103-106,0797-6625559,114.77456456454,25.6545441878
交通银行吉安分行营业部,吉州区井冈山大道165号,0796-8395559,114.980249,27.099018
交通银行吉安青原支行,"江西省吉安市青原区青原大道豪德星城银座1-20,1-21店面",0796-8116565,115.01221376708984,27.09125553833008
交通银行宜春分行营业部,高士路1088号,0795-3600181,114.399963,27.82039
交通银行抚州分行营业部,江西省抚州市抚州高新技术产业开发区赣东大道1888号,0794-0794-2166858,116.36159,27.94687
交通银行上饶分行营业部,五三大道148号(三清城一楼),0793-8318367,117.97547,28.44870
交通银行上饶米兰春天支行,江西省上饶市信州区凤凰大道99号A4栋,0793-8089818,117.582058,28.276242
交通银行济南环山支行,山东省济南市历下区环山路49号,0531-%E6%97%A0,117.057585,36.66686
交通银行济南东城支行,济南市窑头路1号（2017年11月6日起恢复营业）,0531-88586079,117.07891,36.654918
交通银行济南科技支行,济南市高新开发区崇华路1587号，经十东路齐鲁软件园,0531-88874576,117.130383,36.671405
交通银行济南明湖支行,历下区泉城路13号,0531-86909261,117.032477,36.666556
交通银行济南解放桥支行,济南市历山路80号（家乐福超市对过）,0531-86955812,117.043946,36.66878
交通银行济南历下支行,济南市泉城路13号泉城路东首,0531-86087858,117.032496,36.666463
交通银行济南文化东路支行,济南市文化东路55号（东方之韵西侧）自2019年7月8日9:00时起与济南和平路支行合署办公,0531-86952182,117.058714,36.655146
交通银行济南和平路支行,济南市山大路191号（和平路山大路交界）,0531-86952182,117.055582,36.661551
交通银行济南龙奥支行,济南市历下区龙奥北路5号楼1号裙楼1-102：2-201，203（原济南开元支行）,0531-82601164,117.128197,36.654167
交通银行济南海尔绿城支行,山东省济南市历下区海尔绿城桂花园小区北区20号楼1单元102,0531-%E6%97%A0,117.119934,36.630833
交通银行济南西市场支行,山东省济南市槐荫区经三纬八路57号,0531-%E6%97%A0,117.034444,36.616819
交通银行济南阳光支行,山东省济南市市中区济南阳光新路56-4号,0531-%E6%97%A0,117.034444,36.616819
交通银行济南泺文路支行,山东省济南市历下区泺文路20号,0531-%E6%97%A0,117.009925,36.657924
交通银行济南舜城支行,山东省济南市市中区阳光舜城商业街B05商品房,0531-%E6%97%A0,117.025276,36.614582
交通银行济南新市场支行,济南市二七新村南路12号-2（山水大润发对过）,0531-86106385,116.992086,36.630239
交通银行济南市中支行,济南市经七路249号（东方大厦东临）自2019年7月4日9：00起迁回原址,0531-86106252,117.000314,36.656564
交通银行济南舜玉花园支行,济南市济大路7-8号（省财政厅西临）,0531-82602856,117.018224,36.632026
交通银行山东省分行营业部,共青团路98号,0531-86106323,117.00704,36.66204
交通银行济南舜耕支行,八里洼路26号,0531-86106385,117.013305,36.619416
交通银行济南领秀城支行,济南市市中区二环南路以南、103省道以东鲁能领秀城健身中心1-110,0531-87065709,117.016213,36.600206
交通银行济南张庄路支行,济南市张庄路169号，茶叶市场附近路北,0531-68812956,116.957175,36.668477
交通银行济南经十路支行,济南市经十路27317-4号,0531-87984342,116.929561,36.651808
交通银行济南槐荫支行,济南市经十路24555号（市立五院西侧）自2017年4月28日起临时迁址经十路27317-4号,0531-87163236,116.959854,36.649467
null,济洛路82号(济南动物园对面）,0531-85911261,116.99444 ,36.70407 
交通银行济南香江花园支行,济南标山路1416号,0531-85911261,116.999395,36.705776
交通银行济南天桥支行,济南市堤口路41号（天桥区政府东临）,0531-85957975,116.988136,36.678336
交通银行济南无影山支行,济南市无影山中路27号(2019年5月27日9:00起迁址堤口路41号与天桥支行合署办公),0531-85938134,116.9888,36.678441
交通银行济南黄台支行,北园大街34号(山东汽车城对面）（5月13日9：00回迁原址）,0531-88972947,117.054098,36.695042
交通银行济南历城支行,济南市二环东路1836号(七里堡茶市东临),0531-88902676,117.069706,36.691337
交通银行济南开发区支行,花园路107号,0531-88908247,117.061791,36.683639
交通银行济南长清支行,山东省济南市长清区经十西路15579、15587号,0531-66583779,116.757181,36.565237
交通银行章丘支行,章丘市明水大街141号,0531-83238871,117.532047,36.711921
交通银行青岛东海一路支行,青岛市东海一路2号,0532-82959878,120.36836778429156,36.05882188598006
交通银行青岛南京路支行,市南区南京路49号,0532-82959659,120.38901506965688,36.071535157609304
交通银行青岛银川西路支行,市南区银川西路6号甲,0532-82959670,120.40498236765984,36.081106499709435
交通银行青岛云南路支行,市南区云南路289号,0532-82959739,120.30483154297238,36.06158908435244
交通银行青岛青铜峡路支行,市南区青铜峡路13号乙,0532-82959559,120.3037627495884,36.05477213545029
交通银行青岛大尧三路支行,市南区大尧三路26号乙,0532-82959936,120.40380859377261,36.07552707251505
交通银行青岛宁夏路第二支行,市南区新田路6号,0532-82959928,120.39378255210428,36.08233588363292
交通银行青岛分行营业部,市南区中山路6号,0532-82958693,120.31847222222517,36.06395616328776
交通银行青岛市南第一支行,青岛市市南区福州南路33号,0532-82959005,120.39693712044544,36.070082194018454
交通银行青岛市南第三支行,市南区香港中路10号A座,0532-82959059,120.38123697948258,36.06390435114365
交通银行青岛市南第二支行,市南区香港中路94号,0532-82959029,120.40476047093452,36.065322808175715
交通银行青岛江西路支行,市南区延安三路202号,0532-82959302,120.36825086805904,36.071093207489795
交通银行青岛市北第一支行,市北区威海路138号,0532-82959076,120.35627115885984,36.0858848741408
交通银行青岛莱芜二路支行,市北区莱芜二路27号,0532-82959707,120.33631320530093,36.07109619142374
交通银行青岛人民路支行,青岛市北区鞍山一路96号乙-19,0532-82959758,120.36165879997603,36.10683892146164
交通银行青岛福州路支行,福州北路169-1号,0532-82959686,120.39455783439176,36.107438964863626
交通银行青岛市北第三支行,市北区新疆路10号,0532-82959106,120.32042507597069,36.08179172102607
交通银行青岛山东路支行,青岛市延吉路76号（青岛市市南区香港中路30号原址）,0532-82959282,120.37475206163818,36.08829616971154
交通银行青岛错埠岭支行,青岛市市北区佳木斯一路55号,0532-82959601,120.39021457250428,36.10244303385497
交通银行青岛镇江北路支行,市北区镇江北路24号甲,0532-82959715,120.36736328125058,36.09052544491398
交通银行青岛富源一路支行,市北区富源一路32号,0532-82959869,120.41770616319452,36.10877115888386
交通银行青岛嘉定路支行,青岛市市北区嘉定路7号,0532-82959772,120.35330105252147,36.11023925793964
交通银行青岛四方支行,市北区人民路99号,0532-82959123,120.36142740891033,36.09932373087124
交通银行青岛水清沟支行,市北区四流南路29号,0532-82959617,120.37307508683817,36.130487196326996
交通银行青岛崇明岛路支行,黄岛区崇明岛西路55-3,0532-82959829,120.21597222251602,36.03947347005961
交通银行青岛经济技术开发区支行,青岛经济技术开发区武夷山路161号,0532-82959744,120.19516601582725,35.94944634364822
交通银行青岛香江路支行,经济技术开发区香江路15号,0532-82959839,120.18914713544298,35.96659586601473
交通银行青岛劲松七路支行,青岛市崂山区崂山区同和路728号,0532-82959909,120.43202202723118,36.114530436370565
交通银行青岛香港东路支行,市南区香港东路87号-2,0532-82959697,120.44807400182881,36.08233018679811
交通银行青岛麦岛支行,崂山区海口路33号-59,0532-82959627,120.42535590288892,36.06428032776966
交通银行青岛崂山支行,青岛市崂山区仙霞岭路17号,0532-82959222,120.4673676215281,36.10462348090293
交通银行青岛九水东路支行,李沧区九水东路9号,0532-82959796,120.4367640516506,36.158964572611715
交通银行青岛夏庄路支行,李沧区夏庄路１３０号,0532-82959632,120.42568413641965,36.169481879345966
交通银行青岛李沧第一支行,李沧区书院路60号,0532-82959163,120.42103814020317,36.15590142146279
交通银行青岛李沧第二支行,李沧区升平路48号,0532-82959172,120.38602945964058,36.17577175575955
交通银行青岛流亭支行,城阳区重庆北路360号,0532-82959819,120.40197998046962,36.27001953126495
交通银行青岛城阳支行,城阳区正阳路210号乙,0532-82959202,120.38977810336554,36.30556613501723
交通银行青岛高新技术产业开发区支行,青岛高新技术产业开发区智力岛路1号,0532-82959137,120.27684461819352,36.2667382812499
交通银行青岛胶州支行,胶州市福州南路9号,0532-82959398,120.02459689680371,36.28539496527827
交通银行青岛即墨支行,即墨市鹤山路939号,0532-82959387,120.42524695244188,36.39837322683733
交通银行青岛即墨鹤山路支行,山东省青岛即墨市鹤山路326号,0532-82959560,120.45674099395941,36.39794542127694
交通银行青岛平度支行,青岛平度市郑州路406号,0532-82958236,119.94964809357882,36.790382758625206
交通银行青岛胶南支行,胶南市琅琊台路93号,0532-82959961,119.99689263243688,35.8708509657278
交通银行青岛莱西支行,莱西市长岛路156号,0532-82959579,120.51538208924312,36.887351285932596
交通银行淄博淄川淄城路支行,淄博市淄川区淄城路341号新星集团商业楼一楼,0533-5410960,117.978681,36.65978
交通银行淄博淄川支行,淄川区淄城路779号,0533-5182511,117.95137388867855,36.6462112011385
交通银行淄博淄川吉祥路支行,淄川区吉祥路50号甲2,0533-5182690,117.95952930098436,36.6381594981314
交通银行淄博张店商业街支行,山东省淄博市张店区新世纪商业街中段122号,0533-2771018,118.042019,36.814115
交通银行淄博分行营业部,张店区金晶大道100号,0533-2162412,118.05480315632681,36.804758929294564
交通银行淄博南定支行,张店区张南路1号,0533-2986491,118.04802,36.75284
交通银行淄博体育馆支行,淄博市张店区新村西路111号,0533-2212637,118.036,36.801
交通银行淄博张店五里桥支行,张店区人民西路70-1号,0533-2771307,118.0259537898733,36.814002099065924
交通银行淄博张店支行,张店区共青团西路86号,0533-2312996,118.03916,36.79664
交通银行淄博高新技术产业开发区支行,高新区柳泉路111号火炬广场B座102,0533-3581535,118.058376,36.842297
交通银行淄博张店联通路支行,淄博市张店区联通路47号,0533-3184604,118.03772786908999,36.82786829159724
交通银行淄博华光路支行,张店区华光路48号B座,0533-2285105,118.05300026974858,36.8190628159107
交通银行淄博博山支行,博山区沿河东路76号,0533-4183322,117.85083005555555,36.494735694444444
交通银行淄博博山万杰支行,山东省淄博市博山区万杰路中段,0533-4658967,117.84224934363672,36.5386241356356
交通银行淄博临淄支行,临淄区晏婴路175号,0533-7184203,118.30628027017352,36.8193555003262
交通银行淄博临淄化工商城支行,临淄区齐园路69号,0533-7314474,118.319578,36.810539
交通银行淄博临淄天齐路支行,临淄区天齐路206甲10号,0533-7184211,118.29691075596905,36.8172498731631
交通银行淄博周村支行,周村区新建东路2号,0533-6165956,117.879181,36.800759
交通银行淄博周村东街支行,周村区东街421号,0533-6184147,117.84669703709241,36.799073268420244
交通银行东营淮河路支行,山东省东营市东营区淮河路172号,0546-8831068,118.681648,37.44683
交通银行东营胜利支行,山东省东营市东营区西三路25号,0546-8566900,118.505595,37.460859
交通银行淄博桓台支行,桓台县渔洋街3977号天煜信园一楼,0533-8217905,118.079037,36.950986
交通银行枣庄分行营业部,枣庄市薛城区光明路4199号(安侨公寓东）,0632-8251001,117.306653,34.807073
交通银行枣庄滕州支行,山东省滕州市荆河中路南侧，新兴南路西侧，问天科技广场一楼,0632-0632-2227888,117.157883,35.079334
交通银行东营分行营业部,东营市东二路213号,0546-8831855,118.644136,37.444944
交通银行东营广饶支行,东营市广饶县迎宾路以北兵圣路以东大海经典S1A,0546-0546-6625789,118.41043,37.059698
交通银行烟台胜利路支行,烟台市机场路88号,0535-0535-6085117,121.365339,37.504326
交通银行烟台分行营业部,烟台市大马路5号,0535-6677098,121.4117835521698,37.537721824646
交通银行烟台芝罘支行,烟台市芝罘区解放路66号,0535-6236387,121.40492782592773,37.53815097808838
交通银行烟台青年路支行,烟台市芝罘区南大街132号,0535-6244706,121.37359,37.54197
交通银行烟台幸福支行,芝罘区幸福中路47-3、4号,0535-0535-6815766,121.355302,37.566198
交通银行烟台保税港区支行,烟台市芝罘区幸福南路455号,0535-13562559693,121.36847124099731,37.56297750473023
交通银行烟台三站支行,烟台市芝罘区建设路18号-4-5-6号,0535-6687072,121.37006983757018,37.54836483001709
交通银行烟台福山支行,烟台市福山区城里街155号,0535-6365725,121.26214847564696,37.49552531242371
交通银行烟台经济技术开发区支行,烟台市经济技术开发区香山路8号-7,0535-6388168,121.2569128036499,37.56221575737
交通银行烟台泰山路支行,烟台市开发区长江路63号内113号,0535-0535-0535-6399736,121.242537,37.563604
交通银行烟台牟平支行,烟台市牟平区通海路388号,0535-4210089,121.59806833267211,37.40259213447571
交通银行烟台莱山支行,烟台市莱山区清泉路19号,0535-6901835,121.44484982490539,37.46997995376587
交通银行烟台龙口支行,龙口市港城大道与文莱街交叉口,0535-8577977,120.53224430084228,37.642220687866214
交通银行烟台莱阳支行,烟台莱阳市龙门西路10号,0535-7210366,120.71484909057616,36.96768803596497
交通银行烟台莱州支行,莱州市莱州北路296号,0535-2628666,119.94130001068114,37.19486041069031
交通银行烟台蓬莱支行,蓬莱市钟楼西路227号,0535-5950675,120.74495420455932,37.8143970489502
交通银行烟台招远支行,招远市罗峰片罗峰路86号,0535-8062379,120.40254340171813,37.353550624847415
交通银行潍坊潍城支行,潍坊市潍城区东风西街529号,0536-8187162,119.09681,36.71373
交通银行潍坊和平路支行,潍城区和平路60号,0536-8187176,119.10481,36.70517
交通银行潍坊寒亭支行,寒亭区友谊路158号,0536-7283061,119.19717,36.77277
交通银行潍坊坊子支行,北海路龙泉街路口东南角天翔商务大厦北海路8702号,0536-7600629,119.160097,36.657403
交通银行潍坊北宫街支行,潍坊市奎文区新华路1415号,0536-8289091,119.146681,36.726439
交通银行潍坊金马路支行,东风街金马路路口金马路3552号,0536-2606153,119.17604,36.712054
交通银行潍坊开发区支行,开发区东方路309号,0536-2606155,119.16576,36.71727
交通银行潍坊分行营业部,东风东街358号,0536-8190306,119.11507,36.71230
交通银行潍坊新华路支行,潍坊市奎文区胜利东街4616号(新华路胜利东街路口西南角),0536-8580532,119.1481685668,36.7056583764
交通银行潍坊东风街支行,奎文区东风东街239号,0536-8190392,119.14209,36.71317
交通银行潍坊富华路支行,潍坊高新技术开发区福寿东街4372号（与富华路交叉口西南角）A座东,0536-8887735,119.16992,36.72067
交通银行潍坊虞河南路支行,潍坊市奎文区虞河路325号,0536-8190370,119.13382,36.69691
交通银行潍坊九龙山支行,奎文区樱前街13291号,0536-8791269,119.15259,36.69034
交通银行潍坊昌乐支行,潍坊市昌乐县新昌路中段齐城商会大厦站前街231号,0536-6253318,118.836928,36.709474
交通银行潍坊青州支行,青州市海岱中路2469号海岱新苑,0536-3206683,118.49548,36.67681
交通银行潍坊诸城支行,密州路10号,0536-6151858,119.40733,36.00880
交通银行潍坊寿光支行,寿光市农圣东街2177号,0536-5213380,118.80158,36.850655
交通银行潍坊安丘支行,山东省潍坊安丘市大汶河旅游开发区金融街2号,0536-4393191,119.2131350283,36.4477786364
交通银行潍坊高密支行,永安路88号S1栋(人民大街市府对面),0536-2710131,119.75526,36.38224
交通银行济宁任城支行,山东省济宁市太白东路银座商城东邻,0537-2356423,116.606977,35.407739
交通银行济宁环城西路支行,环城西路洸河花园公建2号,0537-2883271,116.57363,35.42253
交通银行济宁运河路支行,济宁市运河路99号,0537-2883538,116.590154,35.400293
交通银行济宁金城支行,山东省济宁市济安桥北路147号,0537-2278764,116.55808333333,35.406027777777
交通银行济宁洸河路支行,济宁市洸河路36号,0537-2360066,116.615944444,35.4203055555
交通银行济宁分行营业部,济宁市红星中路36号,0537-2883672,116.581464,35.414503
交通银行济宁金宇路支行,济宁市金宇路红星美凯龙对面(暂无门牌号),0537-2327212,116.60849,35.429965
交通银行济宁开发区支行,济宁市吴泰闸路冠亚星城四期B4-5号楼,0537-2331870,116.632855,35.424536
交通银行济宁曲阜支行,山东省济宁市曲阜市大同路与逵泉中路交叉口东南新月湾商业楼,0537-4603966,116.992771,35.585147
交通银行济宁兖州支行,兖州市九州方圆小区（暂无门牌号）,0537-5179990,116.795944444444,35.549888888888
交通银行济宁邹城支行,邹城市东滩路1118号,0537-5117506,116.963426,35.407503
交通银行泰安分行营业部,泰安市东岳大街308号（308号为新门牌号，原门牌号为55号，是同一地址）,0538-8088908,117.118249,36.189603
交通银行泰安岱北西路支行,泰安市青年路98号,0538-8334097,117.1287890626001,36.19436821845906
交通银行泰安文化东路支行,泰安市文化路24号,0538-8207413,117.11763943142374,36.196505534021306
交通银行泰安望山支行,泰安市东岳大街143-1号,0538-8239747,117.09672,36.19431
交通银行泰安花园支行,泰安市灵山大街209-1号,0538-6114341,117.149094,36.183291
交通银行泰安向阳支行,泰安市岱道庵路164号（市公积金管理中心西楼）,0538-8214271,117.148735,36.199616
交通银行泰安岱岳长城路支行,泰安市长城路97号名仕尚座A栋,0538-8330217,117.073812,36.19043
交通银行泰安新泰支行,新泰市平阳路北段丽苑小区11B栋,0538-7266625,117.765563,35.914322
交通银行泰安肥城支行,肥城市新城路80号（新城路与向阳大街交界路口西北角，原肥城饭店）,0538-3215086,116.767018,36.184206
交通银行威海分行营业部,海滨北路34号,0631-5234751,122.12495768239909,37.511082628137366
交通银行威海竹岛支行,青岛北路37-1号,0631-5322471,122.13440158420146,37.479616699360214
交通银行威海经济技术开发区支行,威海市经济技术开发区海瞳路26-1号,0631-5982111,122.15669710061617,37.4420879173724
交通银行威海世昌支行,威海市金猴金色家园2—9,0631-5890056,122.098961,37.507002
交通银行威海张村支行,张村镇长江街27-1号,0631-5756971,122.02727050791057,37.48031439906306
交通银行威海塔山中路支行,塔山中路162号,0631-5326747,122.12780735921083,37.48771462561113
交通银行威海田和支行,威海市高区沈阳路315号,0631-5212503,122.054469943601,37.504961751338655
交通银行威海高技术产业开发区支行,威海市文化西路199号,0631-5620063,122.05329061462893,37.524882568850494
交通银行威海商贸城支行,威海市文化西路147-3号,0631-5680017,122.070916,37.527324
交通银行威海环翠支行,新威路17-6-2,0631-5235953,122.12234781901813,37.50301947700048
交通银行威海大世界支行,昆明路69号,0631-5203966,122.11595241971071,37.5077913411893
交通银行威海文登支行,威海市文登区文山路79-1号,0631-8807702,122.05150797526377,37.194111870740024
交通银行威海香山路支行,山东省威海市文登区香山路25-8号,0631-8807717,122.06317563144438,37.1956970854858
交通银行威海荣成支行,成山大道双泊北区6号,0631-7581830,122.44005669489397,37.15632351345611
交通银行日照开发区支行,山东省日照市东港区天津路40号，天津路路南，临沂路路东（金泰金苹果乐园）,0633-8168791,119.506121,35.389209
交通银行日照分行营业部,泰安路89号,0633-8168713,119.547800,35.413680
交通银行莱芜凤城支行,山东省莱芜市莱城区芳馨园88号楼西段北楼第二间一楼,0634-6500899,117.68508,36.222223
交通银行莱芜西城支行,山东省莱芜市莱城区凤城西大街159号19幢,0634-6500609,117.691,36.228
交通银行莱芜分行营业部,山东省莱芜市莱城区文化北路10号,0634-6500677,117.677178,36.21516
交通银行莱芜钢城支行,山东省莱芜市钢城区钢都大街197-1号,0634-6500999,117.838594,36.066966
交通银行临沂市中支行,临沂市兰山区金雀山路10号（开元上城B座）,0539-8962793,118.365141,35.055112
交通银行临沂西城支行,山东省临沂市兰山区双岭路与谷城路交汇处恒弘城A区商业楼第1、2层,0539-8565260,118.226538,35.154642
交通银行临沂兰山支行,临沂市兰山区蒙山大道北段会展中心对过美多大厦1号楼102,0539-8960090,118.3146,35.092875
交通银行临沂分行营业部,山东省临沂市兰山区沂蒙路8号（沂蒙路与涑河北街交汇处）,0539-8960029,118.34424,35.079645
交通银行德州分行营业部,德州市经济技术开发区广川大道228号,0534-2298175,116.344571,37.450264
交通银行聊城分行营业部,聊城市兴华西路中通时代豪园49号,0635-8761007,115.96962,36.461865
交通银行聊城阿尔卡迪亚支行,山东省聊城市东昌府区新区办事处建设东路21号阿尔卡迪亚B区会所东数6号商业号房,0635-8761083,115.992966,36.477598
交通银行聊城嘉明开发区支行,山东省聊城市东昌府区嘉明经济技术开发区嘉园路尚东&#8226;新城邦社区二期23号楼商业5号、6号房,0635-8761080,115.95070955,36.49718387
交通银行聊城开发区支行,山东省聊城市经济技术开发区东昌东路与黄山路交汇处星光城市广场振华购物中心一层1F-A03商铺,0635-8761036,116.035806,36.457171
交通银行滨州中海支行,山东省滨州市滨城区黄河七路中海购物广场1099号,0543-3092120,117.970537,37.394287
交通银行滨州黄河二路支行,山东省滨州市滨城区渤海七路527号,0543-3215020,118.027118,37.376273
交通银行滨州分行营业部,滨州市滨城区渤海18路567号,0543-3091852,117.954755,37.372954
交通银行菏泽八一路支行,山东省菏泽市开发区八一路帝都花园27号楼01001室,0530-5876532,115.495461,35.247094
交通银行菏泽青年路支行,山东省菏泽市牡丹区香格里拉国际广场二期第14幢01单元01002号,0530-5876578,115.461762,35.240704
交通银行菏泽牡丹支行,山东省菏泽市牡丹区黄河路1888号匹克国际花园3号楼,0530-5876590,115.453258,35.261514
交通银行菏泽分行营业部,菏泽市人民路658号,0530-5876589,115.495464,35.235641
交通银行南平新城支行,福建省南平市延平区福兴路6号新城中心二期三地块裙楼及地下室3-11（商业）和3-12（商业）一层,0599-8899750,118.171665,26.61098
交通银行南平建阳支行,福建省南平市建阳区人民路8号,0599-5827176,118.123273,27.332845
交通银行郑州中原中路支行,河南省郑州市中原区中原中路82号(华山路与中原路口东北角),0371-61310267,113.607387,34.75335
交通银行郑州锦艺轻纺城支行,河南省郑州市中原区西四环136号锦艺国际轻纺城附1号院2号楼1-2层11,0371-53620790,113.532976,34.768996
交通银行郑州百花路支行,郑州市中原区百花路39号（百花路与互助路交叉口西北角）,0371-67975860,113.62426,34.75015
交通银行郑州秦岭路支行,郑州市中原区秦岭路与冉屯路交叉口向南100米路东,0371-67515308,113.61825,34.77498
交通银行郑州建设西路支行,郑州市中原区建设西路66号（建设西路与桐柏路交叉口西北角）,0371-67681609,113.61279,34.75614
交通银行郑州高新技术开发区支行,郑州市高新区瑞达路与冬青街交叉口西北角,0371-67981832,113.56792,34.80123
交通银行郑州工人南路支行,郑州市中原区工人南路与航海路交叉口西北角,0371-69382180,113.62042,34.72090
交通银行郑州伏牛路支行,郑州市中原区伏牛南路209号（伏牛路与陇海路交叉口向南100米路西布瑞克大厦一楼）,0371-68617547,113.60651,34.73425
交通银行郑州长江路支行,郑州市二七区长江路129号，长江路与嵩山路交叉口东南角,0371-86179705,113.62912,34.70969
交通银行郑州绿城广场支行,郑州市二七区兴华北街16号附21号（兴华北街与绿城广场南街交叉口西南角）,0371-67946722,113.63211,34.74510
交通银行郑州陇海路支行,郑州市二七区陇海路与大学路交叉口（西北角）,0371-67421200,113.64373,34.73667
交通银行郑州淮河路支行,郑州市二七区淮河路2号附2号（淮河路与嵩山路交叉口向西100米）,0371-68986405,113.62587,34.72899
交通银行郑州政通路支行,郑州市二七区兴华南街与政通路交叉口,0371-68810986,113.63271,34.72495
